As_diam_km,As_dist_km,As_velocity_kmh,As_velocity_angle,As_dist_relative_flag,Coordinate_flag,Sc_diam_m,Sc_velocity_kmh,Relative_velocity,Estimated_time,New_theta,Final_Angle
225.705747,704677.28,69911.49838,-30,1,2,4,60810,126289.2428,5.579867803,0.018351976,-29.98164802
215.547315,299077.84,43541.99296,-85,0,2,7,56628,74380.33788,4.020926074,0.041294791,-84.95870521
29.849882,393387.08,53197.64331,3,0,1,4,63970,117127.8323,3.358613168,0.005051142,2.994948858
566.9472025,734038.08,39381.90801,80,0,1,5,60244,77487.05077,9.473041918,0.044253808,79.95574619
98.524132,24395.9275,18738.51971,-33,1,2,5,59933,76333.768,0.319595484,2.824980948,-30.17501905
118.45206,526671.32,18155.34383,11,0,1,7,62447,80343.49749,6.555245122,0.012886987,10.98711301
108.029562,517999.8,17038.72707,-5,1,2,3,64124,81111.48492,6.386269472,0.011949449,-4.988050551
196.5814875,269979.66,29108.62647,40,0,1,4,61058,85430.64623,3.160220271,0.051507668,39.94849233
45.034217,638171.88,23712.29629,-22,0,2,4,57052,79535.24534,8.02376201,0.004043583,-21.99595642
187.733863,500849.52,40192.65733,-18,1,2,3,63067,102051.1145,4.907829986,0.021476578,-17.97852342
357.7195015,461804.16,97634.76849,-44,0,2,7,63198,149678.4946,3.085307352,0.056125946,-43.94387405
179.2844475,82909.31,48883.70368,48,1,1,5,60798,100316.3379,0.826478635,0.584909441,47.41509056
78.2605,246159.94,36540.23104,-8,0,2,7,64038,100351.5612,2.452975689,0.028976083,-7.971023917
205.846088,491897.84,5999.115902,31,0,1,3,63762,68973.4863,7.131694603,0.023977109,30.97602289
1298.801008,466435.4,64499.20525,67,1,1,7,62054,105539.553,4.419531698,0.159542444,66.84045756
205.846088,268746.98,38375.46596,73,1,1,5,64990,84585.69112,3.177215631,0.05389292,72.94610708
28.41467,533762.12,29831.30958,9,1,1,4,56110,85701.18625,6.228176567,0.003050554,8.996949446
1635.093593,639995.2,57768.09028,90,0,1,4,58493,82210.60335,7.784825484,0.146382699,89.8536173
47.1566145,742173.28,72658.03191,-17,0,2,3,55299,126577.5428,5.863388274,0.003640724,-16.99635928
326.2440625,420109.32,43732.41604,59,1,1,5,58171,88976.74022,4.721563399,0.04449485,58.95550515
374.578302,577295.44,58675.96929,-81,1,2,4,64616,93831.2853,6.152483557,0.037176792,-80.96282321
17.9284445,76584.59,20410.21036,15,1,1,4,60973,80860.48624,0.947120078,0.055266491,14.94473351
156.150226,648908.92,32116.65411,77,1,1,7,60981,75041.97272,8.647279602,0.013787995,76.986212
196.5814875,105554.77,22168.3755,85,1,1,6,60623,66338.86152,1.591145335,0.261659792,84.73834021
124.034533,650664.36,61351.35176,59,0,1,5,63661,108811.1564,5.979757789,0.010922597,58.9890774
136.001161,50569.93,36531.441,63,1,1,5,60831,83980.42718,0.602163286,0.998437285,62.00156272
782.6049975,372056.76,51681.21308,56,1,1,6,57644,96569.0164,3.852754992,0.12204899,55.87795101
517.0619945,737434.48,8348.335886,37,1,1,6,60790,67644.11585,10.90167963,0.040174178,36.95982582
34.1619475,536204.76,71157.19119,-38,0,2,4,61490,125459.867,4.273914622,0.003650779,-37.99634922
236.3429305,386598.48,37704.31416,36,0,1,7,57524,90774.36093,4.258895089,0.035028224,35.96497178
593.6666015,624398.16,122335.668,-29,1,2,7,62363,179444.9511,3.479608405,0.061083595,-28.93891641
23.634293,700876.32,29418.66156,-89,1,2,4,59033,66415.14092,10.55295992,0.001932402,-88.9980676
179.2844475,375098.24,58358.40865,56,1,1,3,55513,100551.36,3.730414389,0.028642875,55.97135712
747.3819705,94012.21,42472.26068,78,0,1,4,58081,78759.51785,1.193661573,1.488840931,76.51115907
819.488035,145639.94,49068.45938,-48,1,2,5,64823,104242.1657,1.397130796,0.900319266,-47.09968073
56.69472,155626.25,38824.15878,1,0,1,5,62716,101536.5065,1.532712276,0.053138129,0.946861871
1298.801008,710513.44,67159.54584,72,0,1,3,55291,99309.90027,7.154507638,0.104735548,71.89526445
394.0420925,21970.5275,22927.51822,50,1,1,6,62817,79518.43026,0.276294784,14.51125231,35.48874769
782.6049975,636231.68,40853.15838,-22,0,2,4,59519,98592.391,6.453151947,0.070477799,-21.9295222
450.3421705,568940.2,45533.10171,-47,0,2,3,60279,97214.03772,5.852449022,0.045352546,-46.95464745
68.162046,654051.12,24148.18204,18,1,1,3,63791,87077.61516,7.511128075,0.005971354,17.99402865
49.379037,655107.24,28187.5681,7,0,1,3,60785,88828.9103,7.374932753,0.004318962,6.995681038
541.4303755,718076.88,104654.089,79,1,1,6,59917,130136.403,5.517878653,0.043201544,78.95679846
392.2316335,575518.16,40802.42768,11,0,1,4,56921,97285.79564,5.915747065,0.03904908,10.96095092
1031.674312,586853.88,38937.95307,-1,0,2,3,62833,101767.2916,5.76662571,0.100724863,-0.899275137
747.3819705,450345.28,56967.75403,79,1,1,3,56963,87911.77067,5.122696046,0.095087085,78.90491292
31.156066,462140.12,66085.91847,49,0,1,3,55941,111119.4383,4.158949388,0.003863079,48.99613692
179.2844475,515494.36,85443.80393,8,1,1,5,64327,149413.2311,3.450125241,0.022535375,7.977464625
56.69472,89837.86,36937.34246,60,0,1,3,64715,89122.37996,1.008028063,0.139959508,59.86004049
493.790371,231134.6,41461.74042,-86,0,2,3,55387,71464.52965,3.234256226,0.147664026,-85.85233597
205.846088,109627.55,69301.36775,-74,1,2,3,60915,104117.8132,1.052918291,0.398660679,-73.60133932
2058.460875,605984.04,46500.57921,35,1,1,7,62838,104393.7173,5.804794152,0.194628168,34.80537183
985.2413185,130413.72,38959.39334,53,0,1,5,62242,91162.47092,1.430563681,1.180546713,51.81945329
62.1645245,451044.76,47497.80641,36,0,1,7,59088,101432.3778,4.446753292,0.007897591,35.99210241
819.488035,439139.68,103649.8638,-58,0,2,3,60394,145000.4772,3.028539551,0.137745402,-57.8622546
713.7442405,305319.32,92326.49189,-32,1,2,6,64065,150534.8435,2.028230228,0.25765796,-31.74234204
541.4303755,544757.64,57606.20228,76,1,1,4,56090,89598.69275,6.079973081,0.05694627,75.94305373
47.1566145,303346.08,44757.97892,70,1,1,6,63769,89566.34618,3.386831024,0.010262066,69.98973793
54.1430375,74225.4,34192.22312,-78,0,2,5,57165,72454.90375,1.024435837,0.159189437,-77.84081056
98.524132,571127.04,48575.87546,46,0,1,7,64115,103910.0364,5.496360696,0.009884701,45.9901153
59.3666605,521050.08,58432.72098,-65,1,2,4,55127,95791.76541,5.439403667,0.006528527,-64.99347147
541.4303755,544758.12,57606.24092,6,1,1,3,64288,121727.6914,4.47521935,0.056946115,5.943053885
182.1136995,104588.3,92651.87264,22,1,1,6,64491,154349.2748,0.677607978,0.574465755,21.42553425
819.488035,563333.64,48054.88562,64,1,1,4,63134,94631.49546,5.952919134,0.083349277,63.91665072
215.547315,70638.505,35986.76354,38,0,1,6,58044,89197.37417,0.791934804,0.861375691,37.13862431
247.48143,371653.76,49912.72745,14,1,1,7,56275,105399.0723,3.526157793,0.04221662,13.95778338
898.5507625,189802.46,51487.76626,-29,1,2,4,63690,111550.9288,1.701487042,0.621989282,-28.37801072
171.215318,333254.42,30675.12472,-39,1,2,6,61590,87583.02044,3.805011729,0.030185248,-38.96981475
2058.460875,481999.8,39563.38928,-15,1,2,5,60416,99161.41333,4.860759683,0.244691905,-14.7553081
59.3666605,136909.55,33005.57321,-87,1,2,7,55942,66423.9506,2.061147354,0.047034862,-86.95296514
3.2624405,619589.8,58318.18554,54,0,1,4,62561,107721.3658,5.751781882,0.00030206,53.99969794
31.156066,644929.2,69498.7691,-27,1,2,3,59521,125476.5639,5.139837909,0.002768185,-26.99723181
3262.440628,473763.4,69571.16648,-34,1,2,6,58975,122968.3417,3.85272659,0.399560504,-33.6004395
985.2413185,594210,59825.80821,-44,0,2,3,59642,110768.6443,5.364424235,0.095000692,-43.90499931
284.1467005,261704.2,79619.17108,35,1,1,7,62401,135545.968,1.930741311,0.125715078,34.87428492
89.855076,496449.56,73874.10594,-16,1,2,7,55543,128183.018,3.872974499,0.010447816,-15.98955218
54.1430375,534662.36,57934.03581,-51,0,2,6,62032,108293.95,4.937139703,0.005802751,-50.99419725
68.162046,87173.29,25179.19571,-7,0,2,5,63778,88822.53495,0.981432134,0.178114632,-6.821885368
326.2440625,593510.92,53171.09586,58,0,1,3,59654,98729.09222,6.011509948,0.031494933,57.96850507
493.790371,607066.84,106539.578,-59,1,2,3,55421,143193.1716,4.239495732,0.046604895,-58.95339511
205.846088,715130.8,26116.10975,-31,0,2,6,55290,78831.88047,9.071593823,0.016492731,-30.98350727
62.1645245,687178.64,87311.45397,-37,0,2,3,57218,137392.9218,5.001557803,0.005183424,-36.99481658
156.150226,658805.04,24719.96521,-36,0,2,5,57250,78603.49877,8.381370426,0.013580708,-35.98641929
117.366085,154292.84,20438.65978,-87,1,2,5,61990,66280.59628,2.327873445,0.073050773,-86.92694923
650.942484,744902.96,65738.83343,-77,0,2,4,56181,95600.78699,7.791807824,0.050068937,-76.94993106
898.5507625,576100.2,56682.73536,-89,1,2,6,61341,84243.77695,6.838489689,0.08936558,-88.91063442
129.880101,542620.08,58253.54232,60,0,1,6,64560,106406.379,5.099507053,0.013714804,59.9862852
650.942484,290097.28,28955.39153,-61,1,2,4,59488,77765.05878,3.730432209,0.134465636,-60.86553436
163.5093595,58997.37,53532.70804,43,1,1,4,64867,110239.4621,0.53517469,1.157694199,41.8423058
156.150226,119877.86,41592.46645,15,0,1,5,64220,104948.7931,1.142250963,0.254932287,14.74506771
297.5381215,741708,122192.5014,13,0,1,7,57216,178406.9333,4.157394482,0.022984902,12.9770151
236.3429305,232117.48,52317.92329,44,0,1,7,61877,105940.2255,2.191023089,0.103888987,43.89611101
621.645246,188409.32,42701.94815,54,0,1,6,59422,91309.16928,2.063421686,0.357458205,53.6425418
74.738197,409488.88,24015.61537,37,1,1,5,58963,79468.06398,5.152873488,0.010458089,36.98954191
25.914487,160606.62,20199.93175,-34,0,2,5,56217,73832.67963,2.175278221,0.016585057,-33.98341494
103.167431,670300.24,70554.87642,-53,0,2,3,63143,119696.5201,5.599997721,0.008818783,-52.99118122
374.578302,453902.92,72972.90426,82,0,1,6,62609,102550.6157,4.426135492,0.047283475,81.95271653
471.5661435,699926.16,35935.58454,-75,1,2,4,59184,76779.10396,9.116102219,0.038602627,-74.96139737
297.5381215,69037.575,31567.85199,-51,0,2,7,64804,88152.8116,0.783157948,1.230231323,-49.76976868
85.8109315,375625.16,30935.73354,84,1,1,5,55070,65923.29132,5.697912718,0.013089891,83.98691011
858.109316,592775.36,67648.67051,0,0,1,7,64571,132219.6705,4.483261513,0.082942821,-0.082942821
593.6666015,552457.36,108174.1482,70,0,1,3,64280,143492.1388,3.850087989,0.062394201,69.9376058
247.48143,602996.6,21762.94041,69,1,1,5,63519,74155.75585,8.131487476,0.023515776,68.97648422
32.6244065,284999.22,21475.68776,47,0,1,6,59028,75329.96375,3.783344712,0.006765061,46.99323494
259.1448705,685675.28,69474.22024,-62,0,2,3,57963,109395.7899,6.267839744,0.021654688,-61.97834531
41.071694,84698.69,29858.12759,58,0,1,4,60122,80054.42507,1.058013844,0.102467396,57.8975326
163.5093595,473418.8,35506.76773,22,0,1,6,58781,92661.91555,5.10909792,0.019789546,21.98021045
341.619472,421769.36,73441.03022,15,1,1,3,58372,130700.1522,3.22699976,0.056110134,14.94388987
311.560661,653469.76,73755.49432,-31,1,2,4,56370,125478.9329,5.207804568,0.027317785,-30.97268221
326.2440625,421767.96,73440.83386,30,1,1,3,56024,125134.6469,3.370513048,0.051303364,29.94869664
62.1645245,97729.98,29750.77218,-73,1,2,7,59620,74005.64997,1.320574578,0.10768857,-72.89231143
819.488035,637650.2,77654.7398,10,0,1,3,60711,137847.1267,4.625777955,0.073635034,9.926364966
108.029562,74677.995,54545.30716,-45,0,2,4,61530,107272.9064,0.696149638,0.464549801,-44.5354502
205.846088,474796.52,80534.71824,29,1,1,4,58473,134693.3087,3.525019354,0.027494819,28.97250518
23.634293,728735.52,54894.29917,-30,1,2,4,57196,108272.5537,6.730565549,0.001858527,-29.99814147
46.7027675,116197.84,19710.57576,-77,0,2,4,55368,62810.16009,1.849984777,0.048571603,-76.9514284
713.7442405,616558.36,58180.71828,29,1,1,6,63428,117742.5239,5.236496888,0.066327689,28.93367231
215.547315,469121.8,73216.36604,14,1,1,3,64080,136277.5285,3.442400264,0.029838055,13.97016194
136.001161,313910.76,73718.89519,-80,1,2,3,61035,103548.9417,3.031520697,0.031948781,-79.96805122
163.5093595,593798.84,77191.13465,-51,1,2,6,58253,122521.4533,4.846488711,0.015777638,-50.98422236
179.2844475,227331.06,23987.95514,-30,1,2,6,57777,79461.58284,2.860892671,0.061626236,-29.93837376
187.733863,478938.48,9021.98292,85,1,1,6,61794,63222.41718,7.575453476,0.022459473,84.97754053
1131.208388,404143.88,99262.33896,41,1,1,6,62414,151986.5581,2.659076467,0.235313542,40.76468646
782.6049975,599084.6,27062.75639,81,1,1,4,55885,65792.93008,9.105607537,0.074847874,80.92515213
1298.801008,247926.44,83761.0582,-31,1,2,7,60565,139215.0631,1.780888034,0.657588685,-30.34241132
59.3666605,282557.52,20173.21142,54,0,1,7,58854,72570.49185,3.89355939,0.01206449,53.98793551
14.912231,281975.02,18215.13355,-58,0,2,7,63400,74667.89438,3.776389067,0.003132044,-57.99686796
113.1208385,204057.52,17336.61219,-65,0,2,5,57577,66778.55792,3.055734151,0.040556687,-64.95944331
149.122308,484984.76,26695.9973,79,1,1,4,61767,71812.95531,6.753443831,0.01761769,78.98238231
156.150226,82261.72,62314.29851,47,0,1,3,55948,108483.338,0.758288983,0.559612314,46.44038769
297.5381215,294385.3,44644.97955,46,0,1,5,62940,99290.15731,2.96489912,0.076206621,45.92379338
621.645246,160706.04,45602.92449,59,0,1,4,58875,91167.51145,1.762755585,0.49055753,58.50944247
12.4034535,209189.04,38515.22608,-55,1,2,7,58608,86647.49799,2.41425367,0.005493317,-54.99450668
357.7195015,564094.16,63298.76753,-43,1,2,7,64267,118689.9617,4.752669494,0.03633476,-42.96366524
103.167431,676861.84,59459.96991,86,1,1,4,58314,86137.97451,7.857879685,0.008733377,85.99126662
15.615023,714346.64,97548.06859,-77,0,2,5,56150,123015.0715,5.806984714,0.00125284,-76.99874716
135.12715,467365.92,28377.98634,41,0,1,3,63153,86595.17637,5.397135725,0.016566013,40.98343399
985.2413185,107454.53,102354.6481,-2,0,2,3,64043,166373.6485,0.645862677,3.173568347,1.173568347
1360.011613,280021.86,75327.5435,-22,0,2,5,57112,130052.7087,2.153141314,0.504253101,-21.4957469
156.150226,325990.4,14676.58041,-52,0,2,3,64793,74729.16905,4.362291246,0.02744536,-51.97255464
136.001161,268931.26,9651.010207,-19,0,2,3,55655,64856.36502,4.146566955,0.028975684,-18.97102432
129.880101,478332.2,68360.72097,-15,0,2,7,58458,125740.4129,3.804124615,0.015956973,-14.98404303
118.45206,459855.28,89861.38283,11,0,1,6,59811,149011.1588,3.086045928,0.018659925,10.98134008
142.4106985,677236.48,47652.06292,35,1,1,7,58046,100854.4764,6.714986825,0.012048872,34.98795113
621.645246,346402.92,44336.87736,-30,1,2,7,63014,103805.6002,3.33703499,0.120219256,-29.87978074
593.6666015,207853,50765.79889,72,0,1,6,60808,90457.88823,2.297787446,0.277875138,71.72212486
142.4106985,219462.16,64542.76399,-30,0,2,7,62859,123061.4258,1.783354602,0.081345857,-29.91865414
747.3819705,444888.08,134799.6755,49,1,1,5,61995,181602.8074,2.449786357,0.153297607,48.84670239
129.880101,506828.68,51185.48593,13,1,1,7,56875,107367.7894,4.720490969,0.014683434,12.98531657
62.1645245,467026.08,50025.23742,14,1,1,4,55851,105089.4503,4.44408148,0.007626973,13.99237303
297.5381215,698088.08,31505.30721,40,0,1,7,59458,86010.53568,8.116308944,0.02442111,39.97557889
898.5507625,621487.52,40597.41327,35,1,1,5,58345,94513.85044,6.575623754,0.082839107,34.91716089
326.2440625,655652.64,46719.6344,75,0,1,5,55724,81458.63956,8.048902407,0.028510068,74.97148993
621.645246,577009.68,28172.03141,-9,0,2,6,56417,84357.3849,6.840061254,0.06172861,-8.93827139
171.215318,538843.8,79727.72238,39,0,1,6,55133,127390.1382,4.229870598,0.018206134,38.98179387
35.77195,559659.92,55684.99803,7,1,1,4,58078,113550.9011,4.928714036,0.003662602,6.996337398
621.645246,520539.08,86853.80419,-25,0,2,4,59968,143459.6109,3.628471293,0.073576176,-24.92642382
8.1948805,241127.88,49585.02113,62,0,1,5,56734,91207.53871,2.643727519,0.002875492,61.99712451
621.645246,577007.88,28171.9468,-11,1,2,5,57045,84869.75471,6.798745701,0.061728703,-10.9382713
2651.8113,633560.2,27592.6308,54,0,1,6,61913,81257.92243,7.796903749,0.239816191,53.76018381
450.3421705,408770.64,75585.31024,20,0,1,6,59438,133001.5626,3.073427349,0.080133588,19.91986641
297.5381215,232996.56,30285.45445,65,1,1,4,63347,80942.14753,2.878556687,0.099172896,64.9008271
392.2316335,338079,26546.7276,-48,1,2,4,64530,84624.88903,3.995030349,0.066473973,-47.93352603
142.4106985,509053.16,49788.56112,14,1,1,3,59272,108253.8099,4.702404106,0.016029184,13.98397082
13.600116,88918.15,10614.63488,-11,0,2,5,56637,67087.19412,1.32541167,0.025806546,-10.97419345
13.600116,177430.42,19370.6107,53,1,1,3,58500,71842.89059,2.469700461,0.006939607,52.99306039
392.2316335,664572.56,55444.44975,35,0,1,5,58415,108593.3612,6.119826782,0.033816491,34.96618351
12.9880105,76808.11,19102.0876,45,1,1,5,60044,74781.18883,1.027104693,0.036817715,44.96318229
271.357992,583047.64,87962.92056,61,1,1,7,59826,128137.4946,4.550171998,0.026666902,60.9733331
858.109316,493841.36,66528.27945,-52,0,2,3,55964,110192.6897,4.48161635,0.099558756,-51.90044124
31.8671055,81477.125,31610.98992,75,0,1,6,56134,71195.53516,1.144413408,0.07641429,74.92358571
985.2413185,678904.56,62791.47242,26,1,1,7,60771,120396.4322,5.638909292,0.083149523,25.91685048
566.9472025,689463.2,39762.95403,-21,1,2,7,55631,93841.13834,7.347131676,0.047115052,-20.95288495
142.4106985,721428.4,83494.25401,76,0,1,5,63698,116627.6498,6.185740699,0.011310646,75.98868935
650.942484,593467.56,64633.19601,37,0,1,4,60776,118934.8047,4.989856095,0.062845052,36.93715495
593.6666015,593467.52,64633.19125,1,1,1,7,55320,119948.6513,4.947679806,0.057315696,0.942684304
985.2413185,533977.48,49560.10477,51,0,1,4,58547,97652.55534,5.468136273,0.105716853,50.89428315
782.6049975,637861.56,50616.46885,-6,0,2,4,64075,114536.454,5.569070262,0.070297713,-5.929702287
650.942484,574354.48,60379.08315,65,1,1,5,63495,104487.7554,5.496859202,0.064936478,64.93506352
74.738197,650777.2,57509.65868,78,0,1,3,55751,88027.02138,7.392925374,0.006580373,77.99341963
284.1467005,517636.6,97419.50347,-60,1,2,7,56133,134573.1115,3.846508372,0.031902924,-59.96809708
137.449327,183930.02,67086.06844,38,1,1,5,55070,115567.064,1.591543591,0.1049678,37.8950322
12.4034535,692880.16,22953.86213,-86,1,2,7,58764,64562.14853,10.73198733,0.001026248,-85.99897375
32.6244065,89715.43,31058.3545,-54,0,2,7,58960,81201.03679,1.10485572,0.073592222,-53.92640778
103.167431,95747.2,32183.34471,-54,0,2,7,59673,82790.642,1.156497856,0.208290759,-53.79170924
187.733863,503359.4,40623.87271,34,1,1,4,64743,101009.2937,4.98329789,0.021369604,33.9786304
541.4303755,161243.95,92526.40656,0,1,1,3,62827,155353.4066,1.037917054,0.723215593,-0.723215593
374.578302,145951.23,31782.55112,34,0,1,3,61186,89320.92865,1.634009321,0.351117633,33.64888237
311.560661,499366.36,49881.59644,82,1,1,7,60353,83478.26438,5.981992603,0.03574834,81.96425166
21.5547315,130324.71,31402.04256,17,0,1,3,55062,85585.78926,1.522737725,0.024283988,16.97571601
20.584609,441297.28,31927.26021,42,1,1,3,57474,83963.88112,5.255798971,0.002672991,41.99732701
68.162046,325140.02,38717.03088,-29,1,2,5,61264,96960.88083,3.353311327,0.013976519,-28.98602348
650.942484,126455.84,29285.64897,75,0,1,7,63778,76760.12411,1.647415783,0.698512219,74.30148778
163.5093595,170586.8,43042.76309,70,1,1,3,58180,83370.16651,2.046137211,0.104722317,69.89527768
205.846088,132392.8,60918.91,34,0,1,4,59623,115275.4245,1.148491108,0.302641086,33.69735891
65.0942485,505998.72,15926.2484,-2,1,2,6,60173,76091.5766,6.649865105,0.007371502,-1.992628498
374.578302,478850.6,78476.02303,85,1,1,3,59310,102408.3977,4.675891926,0.04481969,84.95518031
136.001161,566667.16,55767.6518,90,1,1,5,57059,79785.71594,7.102363541,0.013751603,89.9862484
1792.844474,367801.44,80102.60943,25,1,1,7,56247,133217.6774,2.760905664,0.394682757,24.60531724
2058.460875,350338.48,19033.9398,-25,1,2,6,58283,75960.73531,4.61209964,0.336650163,-24.66334984
225.705747,57367.665,56856.91159,-80,1,2,7,64393,93009.05216,0.616796577,1.425987741,-78.57401226
34.1619475,304608.92,21068.32712,-10,0,2,5,63022,83850.10169,3.632779375,0.006902293,-9.993097707
156.150226,208744.28,28158.47556,52,0,1,6,55282,75932.51326,2.749076397,0.060831251,51.93916875
17.9284445,54499.69,17064.16467,-43,1,2,7,60148,73554.4321,0.740943658,0.099289143,-42.90071086
35.77195,306754.92,38517.18293,-88,1,2,3,64817,76544.59367,4.007532149,0.006682059,-87.99331794
47.4616265,601800.76,79348.21923,-39,0,2,3,56367,128160.5922,4.695677116,0.004518977,-38.99548102
62.1645245,30249.9275,29512.09967,-43,1,2,3,59077,83134.02608,0.363869392,1.262590581,-41.73740942
49.379037,585546.24,59523.65155,-55,0,2,4,55520,102061.7095,5.737178447,0.004832139,-54.99516786
271.357992,273842.78,51888.16319,80,1,1,7,61326,86938.99717,3.149826763,0.07032904,79.92967096
215.547315,400630.36,51032.11668,46,0,1,6,60514,102745.5598,3.899247431,0.030846002,45.969154
205.846088,614651.68,75652.25958,27,1,1,6,56018,128114.2182,4.797685132,0.019188852,26.98081115
450.3421705,252834.68,104630.695,86,1,1,3,57406,122804.747,2.058834746,0.193399885,85.80660012
163.5093595,624598.44,60009.97529,87,1,1,6,62718,89043.24188,7.014551883,0.014999627,86.98500037
297.5381215,574271.2,68357.58285,-35,1,2,7,56218,118865.9119,4.831252215,0.029686472,-34.97031353
713.7442405,195573.04,55742.40998,-27,0,2,3,63318,115784.2681,1.689115829,0.482997472,-26.51700253
566.9472025,219746.28,46836.821,-51,1,2,7,56217,93102.4825,2.360262305,0.244362754,-50.75563725
129.880101,322562.08,59367.31645,73,0,1,3,56078,92822.13272,3.475055685,0.025902782,72.97409722
7.953213,744142.4,26506.17518,82,0,1,5,57229,66332.23359,11.21841313,0.000612749,81.99938725
47.1566145,31493.6725,20844.61083,-35,1,2,6,63349,81307.74863,0.387339129,0.864275154,-34.13572485
747.3819705,606453.6,67493.6992,-42,0,2,3,61781,120705.6914,5.024233679,0.070610546,-41.92938945
108.029562,550641,67589.74412,16,0,1,5,55626,122027.9769,4.512416038,0.011241311,15.98875869
747.3819705,606452.2,67493.66892,-84,0,2,3,59545,94557.83124,6.413558687,0.070610709,-83.92938929
1360.011613,363271.84,88383.14503,73,0,1,3,64933,124031.0734,2.928877661,0.285745529,72.71425447
566.9472025,584625.48,51541.93041,49,1,1,5,61955,103368.0481,5.655765887,0.055563743,48.94443626
124.034533,697405.28,65667.61019,-83,1,2,6,63139,96484.99667,7.228121512,0.010190633,-82.98980937
124.034533,345000.84,45891.32021,-42,0,2,4,60699,99652.02847,3.462055367,0.023215139,-41.97678486
156.150226,590136,73534.81974,-16,1,2,5,59507,131761.5302,4.478818661,0.015160977,-15.98483902
124.034533,189027.8,50190.24232,60,0,1,5,58965,94632.97146,1.99748351,0.07343787,59.92656213
14.24107,146248.28,20486.73382,-11,0,2,7,56852,77061.54473,1.897811425,0.011475749,-10.98852425
34.1619475,464049.56,52518.46102,-68,0,2,7,64887,97578.96432,4.755631126,0.004218811,-67.99578119
940.898155,613644.6,118162.0968,13,0,1,6,58976,176126.9123,3.484104682,0.098379839,12.90162016
430.073434,372603.88,23259.03206,36,0,1,7,58892,78902.38358,4.722339973,0.066134047,35.93386595
41.071694,565695.88,62587.32383,-35,1,2,3,60846,117721.6178,4.805369572,0.004160199,-34.9958398
15.615023,292178.24,28747.21093,-89,1,2,4,62333,69096.67833,4.228542487,0.003062872,-88.99693713
681.6204585,407324.04,54671.5398,36,1,1,6,63177,112111.4351,3.633206902,0.102963928,35.89703607
51.7061995,242390.8,12481.86237,32,0,1,3,62050,72935.76039,3.323346445,0.014349769,31.98565023
392.2316335,186245.36,59004.67221,-85,0,2,6,62816,89852.52263,2.072789439,0.22713154,-84.77286846
163.5093595,399497,30567.78316,28,0,1,5,62464,90597.55086,4.409578363,0.023451205,27.9765488
259.1448705,311688.36,38147.25848,-25,0,2,5,58330,94291.605,3.305579113,0.056227878,-24.94377212
34.1619475,342255.4,38302.65893,70,1,1,5,57509,79253.68679,4.318479226,0.005719771,69.99428023
326.2440625,612600.32,42468.97125,-63,0,2,4,57567,85658.71343,7.151640452,0.030513604,-62.9694864
1491.223081,449147.72,38643.82897,24,0,1,7,60598,97180.41322,4.621792655,0.190229665,23.80977033
124.034533,45082.365,34462.11079,67,0,1,7,61228,81150.64058,0.555539238,1.107170561,65.89282944
59.3666605,576962.92,66017.37211,85,1,1,5,64378,96143.93215,6.001033109,0.005895954,84.99410405
49.379037,251132.22,25052.4052,-3,0,2,3,59032,84060.29772,2.987524751,0.014713767,-2.985286233
747.3819705,743691.44,76929.83503,-28,0,2,7,57111,130147.5956,5.714215746,0.057580667,-27.94241933
430.073434,334419.24,39225.93046,10,1,1,6,63257,102114.4336,3.274945845,0.087785367,9.912214633
98.524132,315456.12,26827.85492,6,0,1,4,56755,83483.00156,3.778686848,0.018477756,5.981522244
35.77195,379349.04,32057.63655,-73,1,2,4,60201,76028.61177,4.989556315,0.005403498,-72.9945965
1131.208388,407004.04,49209.09667,37,1,1,5,57700,101420.2171,4.01304643,0.159246026,36.84075397
374.578302,333492.94,32318.43643,-36,1,2,6,60712,88911.19239,3.750854432,0.066942442,-35.93305756
247.48143,329282.22,42422.83793,3,1,1,7,59986,102374.7773,3.216438938,0.05223723,2.94776277
1561.502259,562234.12,45830.81469,68,1,1,7,58705,86962.61934,6.465239022,0.1591293,67.8408707
56.69472,374076.8,19752.65662,-25,1,2,6,63103,81433.98653,4.593620133,0.008684615,-24.99131538
450.3421705,451679.92,65724.91408,25,0,1,4,55253,118131.9999,3.823518779,0.058293656,24.94170634
47.1566145,173391.12,13622.27557,-66,1,2,7,64980,71610.28828,2.421315766,0.025112944,-65.97488706
410.716941,712925.04,56293.03231,43,0,1,7,55483,103998.8079,6.85512704,0.033008739,42.96699126
782.6049975,685175.68,58888.22956,89,0,1,4,59881,84715.06417,8.088002845,0.065443374,88.93455663
5669.472027,213406.34,76314.7492,35,0,1,6,58530,128714.8726,1.657977323,3.582003506,31.41799649
410.716941,419399,103175.2885,76,1,1,5,59175,130770.3313,3.207141833,0.06826077,75.93173923
78.2605,7402.86875,51080.1465,47,0,1,5,57873,99953.28828,0.074063284,31.91068927,15.08931073
410.716941,372858.36,77255.07974,72,0,1,7,61978,112999.2825,3.299652456,0.074628853,71.92537115
19.730706,394781.28,26199.43888,-72,1,2,3,55617,68412.13155,5.77063265,0.002864012,-71.99713599
311.560661,151010.05,115899.1711,-84,1,2,4,62118,137099.7935,1.101460813,0.418737759,-83.58126224
713.7442405,584394.16,69872.15003,-78,0,2,3,59806,100977.7542,5.787355489,0.069977974,-77.93002203
174.4787805,340307.32,47793.31227,68,1,1,4,64875,93893.39746,3.624400961,0.031623787,67.96837621
